,house_type,price,Hydro,Water,Heat,smoke,outdor_space,air_conditioning,appliances,furnished,pet_friendly,parking,size_S/Q,wifi_more,Bathrooms,Bedrooms
2416,House,"$2,000",Not Included,Not Included,Not Included,No,Yard,No,['Laundry (In Unit)'],Yes,Yes,2,"1,162",['Not Included'],[' 1'],[' 4']
2417,Apartment,"$1,585",No,Yes,Yes,No,Balcony,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,580,['Not Included'],[' 1'],[' 1']
2418,Apartment,"$1,900",No,Yes,No,No,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,200",['Not Included'],[' 1'],[' 2']
2419,Condo,"$1,800",No,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,607,['Not Included'],[' 1'],[' 1']
2420,House,"$3,500",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,0,"1,800",['Internet'],[' 2'],[' 3']
2421,Apartment,"$1,900",Yes,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,600,"['Cable / TV', 'Internet']",[' 1'],[' 1']
2422,House,"$3,300",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,3+,"1,600",['Internet'],[' 3'],[' 3 + Den']
2423,House,"$3,300",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,"1,600",['Not Included'],[' 2'],[' 3']
2424,House,"$2,200",No,Yes,No,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,900,['Not Included'],[' 1'],[' 2']
2425,Basement,"$1,750",Yes,Yes,Yes,Outdoors only,Yard,Yes,['Laundry (In Unit)'],No,Yes,0,650,['Not Included'],[' 1'],[' 2']
2426,Basement,"$2,200",No,Yes,No,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,745,"['Cable / TV', 'Internet']",[' 1'],[' 2']
2427,Basement,"$1,680",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,0,750,['Not Included'],[' 1'],[' 2 + Den']
2428,Condo,"$2,300",No,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,799,['Not Included'],[' 2'],[' 2']
2429,Basement,"$1,500",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",No,Limited,0,"1,000",['Not Included'],[' 1'],[' 1']
2430,Apartment,$795,Yes,Yes,Yes,Yes,Not Included,No,['Laundry (In Building)'],Yes,Yes,3+,320,"['Cable / TV', 'Internet']",[' 1'],[' Bachelor/Studio']
2431,Apartment,"$1,499",No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,737,['Not Included'],[' 1'],[' 1']
2432,Apartment,"$1,898",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,554,['Not Included'],[' 1'],[' 1']
2433,Basement,"$1,100",Yes,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,No,0,500,['Internet'],[' 1'],[' 1']
2434,Condo,"$2,100",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,1,"1,394","['Cable / TV', 'Internet']",[' 2.5'],[' 2']
2435,Apartment,"$1,650",No,Yes,Yes,No,Balcony,No,['Laundry (In Building)'],No,No,1,830,['Not Included'],[' 1'],[' 2']
2436,House,"$1,800",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,Limited,1,"2,000",['Not Included'],[' 2'],[' 2 + Den']
2437,Apartment,"$2,450",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,925,"['Cable / TV', 'Internet']",[' 1'],[' 1']
2438,Apartment,"$1,950",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,480,['Not Included'],[' 1'],[' 1 + Den']
2439,Basement,"$1,100",Yes,Yes,Yes,No,Yard,No,['Laundry (In Unit)'],Yes,No,1,400,['Internet'],[' 1'],[' 1']
2440,Condo,"$2,200",No,Yes,No,No,Not Included,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,0,600,['Not Included'],[' 1'],[' 1']
2441,Apartment,"$2,950",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,042",['Not Included'],[' 2'],[' 3']
2442,Basement,"$1,750",Not Included,Not Included,Not Included,No,Not Included,No,"['Dishwasher', 'Fridge / Freezer']",No,Limited,1,"1,200",['Not Included'],[' 1'],[' 2']
2443,Apartment,"$1,850",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,0,550,['Not Included'],[' 1'],[' 1']
2444,House,"$2,501",Not Included,Not Included,Not Included,No,Not Included,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",No,Limited,0,"1,200",['Not Included'],[' 1'],[' 3']
2445,Townhouse,"$1,800",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,No,2,800,['Internet'],[' 1'],[' 2']
2446,Basement,"$1,100",Yes,Yes,Yes,No,Not Included,No,"['Dishwasher', 'Fridge / Freezer']",Yes,No,1,650,['Not Included'],[' 1'],[' 1']
2447,Basement,"$1,500",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,650,['Not Included'],[' 1'],[' 2']
2448,Apartment,$450,Yes,Yes,Yes,Outdoors only,Not Included,No,['Fridge / Freezer'],Yes,Limited,1,250,['Not Included'],[' 1'],[' Bachelor/Studio']
2449,Basement,"$2,500",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,No,2,"1,000",['Not Included'],[' 1'],[' 3']
2450,Apartment,$925,Yes,Yes,Yes,Outdoors only,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,0,800,['Not Included'],[' 1'],[' 1']
2451,Apartment,"$2,100",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,0,571,['Not Included'],[' 1'],[' 1']
2452,Apartment,"$1,695",Yes,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,587,['Not Included'],[' 1'],[' 1']
2453,Condo,"$2,700",Not Included,Not Included,Not Included,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,000",['Not Included'],[' 2'],[' 3']
2454,Apartment,"$2,999",Yes,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Yes,1,650,"['Cable / TV', 'Internet']",[' 1'],[' 1']
2455,Basement,"$2,100",Not Included,Not Included,Not Included,No,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,No,0,887,"['Cable / TV', 'Internet']",[' 1'],[' 2']
2456,Condo,"$1,385",No,Yes,No,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,0,600,['Not Included'],[' 1'],[' 1']
2457,Basement,"$1,600",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,600",['Not Included'],[' 1'],[' 2']
2458,Basement,"$1,300",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,0,825,['Not Included'],[' 1'],[' 2']
2459,House,"$2,950",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,3+,"2,800",['Not Included'],[' 3'],[' 5+']
2460,Apartment,"$1,950",No,Yes,Yes,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,"1,000",['Not Included'],[' 2'],[' 2']
2461,Condo,"$1,050",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,0,800,['Internet'],[' 2'],[' 2']
2462,Condo,"$1,975",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,733,['Not Included'],[' 1'],[' 2']
2463,Condo,"$2,500",No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,800,['Not Included'],[' 2'],[' 2']
2464,Condo,"$225,000",Not Included,Not Included,Not Included,Outdoors only,Not Included,Yes,['Not Included'],No,No,1,750,['Not Included'],[' 1'],[' 1 + Den']
2465,Apartment,"$1,780",No,Yes,Yes,No,Not Included,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,700,['Not Included'],[' 1'],[' 1']
2466,Apartment,"$2,200",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,646,['Not Included'],[' 1'],[' 1 + Den']
2467,Condo,"$2,200",Yes,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,0,630,['Internet'],[' 1'],[' 1']
2468,Apartment,"$2,100",Not Included,Not Included,Not Included,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,986,['Not Included'],[' 2'],[' 2']
2469,Apartment,"$1,550",Yes,Yes,Yes,Outdoors only,Balcony,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,Yes,1,500,['Internet'],[' 1'],[' 1']
2470,Duplex/Triplex,"$2,300",No,Yes,No,No,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,"1,200",['Not Included'],[' 1.5'],[' 3']
2471,Basement,"$1,250",Yes,Yes,Yes,Outdoors only,Yard,No,['Fridge / Freezer'],No,No,0,550,['Cable / TV'],[' 1'],[' 2']
2472,Apartment,"$1,700",Yes,Yes,Yes,No,Yard,Yes,['Laundry (In Building)'],Yes,No,1,600,"['Cable / TV', 'Internet']",[' 1'],[' 1']
2473,Duplex/Triplex,$750,Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,2,800,['Not Included'],[' 1'],[' 2']
2474,Basement,"$1,300",Yes,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,No,0,900,['Internet'],[' 1'],[' 2']
2475,Apartment,$795,Yes,Yes,Yes,Yes,Not Included,No,['Laundry (In Building)'],Yes,Yes,3+,320,"['Cable / TV', 'Internet']",[' 1'],[' Bachelor/Studio']
2476,Condo,"$3,300",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,898,['Not Included'],[' 2'],[' 2']
2477,Basement,"$1,100",Yes,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,No,0,500,['Internet'],[' 1'],[' 1']
2478,Apartment,"$1,898",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,554,['Not Included'],[' 1'],[' 1']
2479,Apartment,"$1,499",No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,737,['Not Included'],[' 1'],[' 1']
2480,Basement,$650,Yes,Yes,Yes,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,650,['Internet'],[' 1'],[' 2 + Den']
2481,Condo,"$3,500",Yes,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,740,"['Cable / TV', 'Internet']",[' 1'],[' 1']
2482,House,"$3,500",Yes,Yes,Yes,Outdoors only,Yard,No,"['Dishwasher', 'Fridge / Freezer']",No,Yes,3+,"2,500",['Not Included'],[' 2.5'],[' 4']
2483,House,"$3,500",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,3+,"1,700",['Not Included'],[' 2'],[' 3']
2484,Condo,Please Contact,No,Yes,Yes,No,Yard,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,585,['Not Included'],[' 1'],[' 1']
2485,Apartment,"$4,500",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,060",['Not Included'],[' 2'],[' 2']
2486,House,$550,Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,500,"['Cable / TV', 'Internet']",[' 1'],[' 1']
2487,Basement,"$1,550",Not Included,Not Included,Not Included,Outdoors only,Yard,No,['Laundry (In Building)'],No,Yes,1,900,['Not Included'],[' 1'],[' 1 + Den']
2488,Condo,"$4,000",No,Yes,No,Outdoors only,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,855,['Not Included'],[' 2'],[' 2 + Den']
2489,Condo,"$1,900",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,900,['Not Included'],[' 2'],[' 2']
2490,Duplex/Triplex,$850,Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,"1,000",['Not Included'],[' 1'],[' 3']
2491,Apartment,Please Contact,No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,590,['Not Included'],[' 1'],[' 1']
2492,Condo,"$1,885",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,600,['Not Included'],[' 1'],[' 1']
2493,Condo,"$1,000",Not Included,Not Included,Not Included,No,Not Included,Yes,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,000",['Not Included'],[' 2'],[' 3']
2494,Townhouse,"$2,450",No,Yes,No,No,Balcony,No,['Laundry (In Unit)'],Yes,No,1,920,['Not Included'],[' 2'],[' 2']
2495,Basement,"$1,500",Not Included,Not Included,Not Included,Outdoors only,Yard,Yes,['Laundry (In Unit)'],No,Limited,0,950,"['Cable / TV', 'Internet']",[' 1'],[' 2']
2496,Basement,"$1,900",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,1,772,['Not Included'],[' 1'],[' 1 + Den']
2497,House,"$2,000",Yes,Yes,Yes,Outdoors only,Yard,Yes,['Not Included'],No,Yes,1,"2,500",['Not Included'],[' 2'],[' 2']
2498,Basement,"$1,200",Yes,Yes,Yes,Outdoors only,Not Included,No,['Fridge / Freezer'],No,No,0,700,['Internet'],[' 1'],[' 1']
2499,Apartment,"$1,000",Not Included,Not Included,Not Included,No,Not Included,No,['Not Included'],No,No,0,"1,000",['Not Included'],[' 1'],[' 1']
2500,House,"$2,700",No,Yes,No,Outdoors only,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,"10,000",['Not Included'],[' 2'],[' 4']
2501,Basement,"$1,950",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,000",['Not Included'],[' 1'],[' 2']
2502,Basement,"$1,300",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,1,"1,192",['Not Included'],[' 1'],[' 2']
2503,House,"$1,550",No,Yes,No,Outdoors only,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,"1,000",['Not Included'],[' 1'],[' 2']
2504,Condo,"$1,730",No,Yes,No,Outdoors only,Balcony,No,['Laundry (In Building)'],No,Limited,1,820,"['Cable / TV', 'Internet']",[' 1'],[' 2']
2506,Apartment,"$2,250",No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,766,['Not Included'],[' 1.5'],[' 2']
2507,Apartment,"$1,499",No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,737,['Not Included'],[' 1'],[' 1']
2508,Basement,"$1,400",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,850,"['Cable / TV', 'Internet']",[' 1'],[' 2']
2509,Basement,"$1,400",Yes,Yes,Yes,No,Balcony,No,['Laundry (In Building)'],No,No,1,900,"['Cable / TV', 'Internet']",[' 1'],[' 2']
2510,Condo,"$2,100",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,1,"1,394","['Cable / TV', 'Internet']",[' 2.5'],[' 2']
2511,Basement,$650,Yes,Yes,Yes,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,650,['Internet'],[' 1'],[' 2 + Den']
2512,Condo,"$3,500",Yes,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,740,"['Cable / TV', 'Internet']",[' 1'],[' 1']
2513,House,"$3,500",Yes,Yes,Yes,Outdoors only,Yard,No,"['Dishwasher', 'Fridge / Freezer']",No,Yes,3+,"2,500",['Not Included'],[' 2.5'],[' 4']
2514,House,"$3,500",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,3+,"1,700",['Not Included'],[' 2'],[' 3']
2515,Condo,Please Contact,No,Yes,Yes,No,Yard,Yes,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,585,['Not Included'],[' 1'],[' 1']
2516,Apartment,"$4,500",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,060",['Not Included'],[' 2'],[' 2']
2517,House,$550,Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,500,"['Cable / TV', 'Internet']",[' 1'],[' 1']
2518,Basement,"$1,550",Not Included,Not Included,Not Included,Outdoors only,Yard,No,['Laundry (In Building)'],No,Yes,1,900,['Not Included'],[' 1'],[' 1 + Den']
2519,Condo,"$4,000",No,Yes,No,Outdoors only,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,855,['Not Included'],[' 2'],[' 2 + Den']
2520,Condo,"$1,900",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,900,['Not Included'],[' 2'],[' 2']
2521,Duplex/Triplex,$850,Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,"1,000",['Not Included'],[' 1'],[' 3']
2522,Apartment,Please Contact,No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,590,['Not Included'],[' 1'],[' 1']
2523,Condo,"$1,885",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,600,['Not Included'],[' 1'],[' 1']
2524,Condo,"$1,000",Not Included,Not Included,Not Included,No,Not Included,Yes,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,000",['Not Included'],[' 2'],[' 3']
2525,Townhouse,"$2,450",No,Yes,No,No,Balcony,No,['Laundry (In Unit)'],Yes,No,1,920,['Not Included'],[' 2'],[' 2']
2526,Basement,"$1,500",Not Included,Not Included,Not Included,Outdoors only,Yard,Yes,['Laundry (In Unit)'],No,Limited,0,950,"['Cable / TV', 'Internet']",[' 1'],[' 2']
2527,Basement,"$1,900",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,1,772,['Not Included'],[' 1'],[' 1 + Den']
2528,House,"$2,000",Yes,Yes,Yes,Outdoors only,Yard,Yes,['Not Included'],No,Yes,1,"2,500",['Not Included'],[' 2'],[' 2']
2529,Basement,"$1,200",Yes,Yes,Yes,Outdoors only,Not Included,No,['Fridge / Freezer'],No,No,0,700,['Internet'],[' 1'],[' 1']
2530,Apartment,"$1,000",Not Included,Not Included,Not Included,No,Not Included,No,['Not Included'],No,No,0,"1,000",['Not Included'],[' 1'],[' 1']
2531,House,"$2,700",No,Yes,No,Outdoors only,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,2,"10,000",['Not Included'],[' 2'],[' 4']
2532,Basement,"$1,950",Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,000",['Not Included'],[' 1'],[' 2']
2533,Basement,"$1,300",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,1,"1,192",['Not Included'],[' 1'],[' 2']
2534,House,"$1,550",No,Yes,No,Outdoors only,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,"1,000",['Not Included'],[' 1'],[' 2']
2535,Condo,"$1,730",No,Yes,No,Outdoors only,Balcony,No,['Laundry (In Building)'],No,Limited,1,820,"['Cable / TV', 'Internet']",[' 1'],[' 2']
2537,Apartment,"$1,720",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,886,['Internet'],[' 2'],[' 2']
2538,Apartment,"$1,898",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,554,['Not Included'],[' 1'],[' 1']
2539,Apartment,"$2,395",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,793,['Not Included'],[' 2'],[' 2']
2540,Apartment,"$2,250",No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,766,['Not Included'],[' 1.5'],[' 2']
2541,Apartment,"$2,145",No,Yes,No,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,0,892,"['Cable / TV', 'Internet']",[' 2'],[' 2']
2542,Apartment,"$1,750",No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,990,"['Cable / TV', 'Internet']",[' 1'],[' 2']
2543,House,$700,Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,3+,"2,300",['Internet'],[' 1.5'],[' 4']
2544,Basement,$950,Yes,Yes,Yes,No,Yard,No,['Fridge / Freezer'],Yes,No,1,500,['Internet'],[' 1'],[' 1']
2545,Condo,"$1,550",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,1,550,['Not Included'],[' 1'],[' 1']
2546,House,"$2,500",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,3+,"1,575",['Not Included'],[' 2.5'],[' 3']
2547,House,$750,No,Yes,No,No,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,500,['Internet'],[' 1'],[' 1']
2548,Basement,"$1,800",No,Yes,Yes,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,3+,"1,200","['Cable / TV', 'Internet']",[' 1'],[' 2']
2549,Condo,"$1,300",Not Included,Not Included,Not Included,No,Balcony,Yes,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,900,['Not Included'],[' 1'],[' 2']
2550,House,"$1,275",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,"2,000",['Not Included'],[' 2'],[' 3']
2551,Condo,"$2,350",Yes,Yes,Yes,No,Balcony,Yes,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,2,800,['Internet'],[' 2'],[' 2']
2552,Apartment,"$1,450",Yes,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Yes,0,500,['Not Included'],[' 1'],[' 1']
2553,Condo,"$1,500",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,610,['Not Included'],[' 1'],[' 1']
2554,Basement,"$1,600",Yes,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,860,['Not Included'],[' 1'],[' 2']
2555,Basement,"$1,450",Yes,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,No,0,600,['Not Included'],[' 1'],[' 2']
2556,Duplex/Triplex,"$1,450",Yes,Yes,Yes,Outdoors only,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,No,1,750,['Cable / TV'],[' 1'],[' 1']
2557,Apartment,$700,No,Yes,Yes,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,1,"1,000","['Cable / TV', 'Internet']",[' 1'],[' 2']
2558,Basement,$950,Yes,Yes,Yes,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,2,"1,200","['Cable / TV', 'Internet']",[' 1'],[' 2']
